fgood,cbs1,cbinq,cbline,cbterm,cblineut,cbtob,cbdpd,cbnew,pmt,dpd,home,online,period
0,644,1,1,0,53.462497,6,No,No,A,Low,No,No,31-12-2016
0,584,1,3,2,53.78019393,5,Yes,No,A,High,No,No,31-12-2016
0,645,1,0,0,37.21018372,8,Yes,Yes,A,High,Yes,Yes,31-07-2017
0,580,1,2,1,56.70995322,5,Yes,Yes,M,Low,No,Yes,31-03-2017
0,684,0,1,0,60.49785072,6,No,No,M,NO,No,Yes,30-06-2017
0,673,1,1,1,33.09139185,5,No,Yes,A,NO,Yes,Yes,31-03-2017
0,634,1,1,0,48.08455956,4,No,Yes,P,NO,Yes,No,31-03-2017
0,503,1,1,1,43.143124,3,Yes,Yes,M,High,No,No,30-06-2017
0,609,0,0,1,32.8504532,5,No,No,M,Low,Yes,Yes,31-12-2016
0,780,0,0,0,24.77101062,6,No,No,P,NO,Yes,No,30-09-2017
0,633,0,2,0,65.00880688,6,No,No,M,NO,No,Yes,31-08-2017
0,687,1,1,1,47.21334965,6,No,No,M,NO,No,Yes,31-05-2017
0,658,0,1,0,52.99255957,7,No,No,A,NO,Yes,Yes,31-03-2017
0,650,1,2,1,65.55915981,6,No,No,M,Low,No,Yes,30-09-2017
0,649,1,2,1,54.29178826,6,Yes,Yes,P,NO,No,No,31-12-2016
0,568,1,1,0,23.33223658,4,No,No,P,NO,No,Yes,31-08-2017
0,681,0,0,1,31.76968732,7,No,No,M,NO,No,Yes,31-03-2017
0,583,0,0,0,45.41906589,5,No,No,A,NO,Yes,Yes,30-06-2017
0,702,0,0,1,44.78310606,7,No,No,M,NO,No,No,31-08-2017
0,620,0,0,0,36.04024406,8,No,Yes,M,NO,Yes,Yes,30-06-2017
0,NA,1,2,1,37.26320708,7,Yes,No,A,Low,No,No,31-07-2017
0,584,0,0,0,40.16003122,4,No,No,P,NO,Yes,No,31-05-2017
0,681,2,3,1,61.25785877,6,No,No,M,Low,No,No,30-09-2017
0,NA,2,3,1,66.8601887,5,Yes,No,M,High,No,Yes,31-07-2017
0,688,0,1,1,34.4406395,7,No,No,M,NO,Yes,No,30-04-2017
0,621,1,1,1,36.33643751,6,No,No,A,NO,Yes,No,30-09-2017
0,654,0,1,1,51.93327923,6,No,No,A,NO,No,No,28-02-2017
0,737,0,1,1,54.87094517,5,No,No,M,NO,No,Yes,30-04-2017
0,NA,0,0,1,45.08108649,7,Yes,Yes,M,High,No,Yes,30-04-2017
0,616,1,1,1,53.56407659,4,No,No,A,NO,No,No,31-08-2017
0,630,2,0,0,33.72988879,5,No,No,A,NO,Yes,Yes,31-03-2017
0,656,0,1,1,29.40494894,7,No,No,A,NO,No,Yes,31-03-2017
0,NA,0,3,1,58.30869657,7,No,No,A,Low,No,Yes,31-01-2017
0,614,1,3,1,47.31740457,4,No,No,A,Low,Yes,Yes,31-08-2017
0,657,0,2,1,55.78774702,8,No,No,A,Low,No,Yes,30-04-2017
0,661,1,3,1,44.45127989,6,No,Yes,M,NO,No,No,30-06-2017
0,750,0,1,0,14.85252472,7,No,No,M,NO,No,Yes,31-03-2017
0,663,0,1,0,41.91609521,7,No,No,M,NO,No,Yes,31-01-2017
0,694,1,2,0,41.11263255,6,No,No,M,NO,No,Yes,31-12-2016
0,621,1,3,1,58.56594297,5,Yes,Yes,M,High,No,Yes,31-08-2017
0,593,0,0,1,27.89035134,5,No,No,M,NO,No,Yes,30-09-2017
0,534,0,3,0,50.98762959,5,No,No,M,High,No,No,30-06-2017
0,595,1,2,2,41.78913489,5,No,No,M,High,No,Yes,31-07-2017
0,596,2,3,1,50.65212719,6,Yes,Yes,M,High,No,Yes,31-08-2017
0,535,0,0,0,44.40578795,5,No,No,A,High,No,Yes,30-06-2017
0,670,1,3,1,45.7273727,6,No,No,A,NO,No,No,31-01-2017
0,696,1,1,0,38.43231174,6,No,No,M,NO,No,No,30-09-2017
0,592,1,2,2,47.29269369,5,No,No,A,Low,No,Yes,31-05-2017
0,684,1,0,0,43.77574511,4,No,No,A,NO,Yes,No,31-01-2017
0,628,1,2,0,45.95730361,6,No,Yes,M,NO,No,Yes,31-12-2016
0,729,1,3,0,55.07014766,6,No,No,M,NO,No,Yes,31-08-2017
0,611,1,1,1,51.55941966,6,No,No,A,High,No,No,31-08-2017
0,582,0,2,0,67.50218277,4,No,No,M,NO,No,No,31-01-2017
0,659,0,1,1,50.20085471,5,No,No,P,Low,No,Yes,31-03-2017
0,614,2,3,1,37.78642136,6,No,No,A,Low,No,No,31-03-2017
0,529,2,3,2,78.29079826,4,Yes,Yes,M,High,No,Yes,31-12-2016
0,653,1,0,1,42.67635967,5,No,No,M,Low,No,No,31-07-2017
0,601,2,2,1,42.90554424,5,No,No,M,NO,No,Yes,31-01-2017
0,659,1,1,0,33.20603758,5,No,No,P,NO,Yes,Yes,31-08-2017
0,598,0,1,1,16.998283,6,No,No,M,NO,Yes,No,28-02-2017
0,NA,1,2,1,41.48345412,6,No,No,M,NO,No,Yes,31-08-2017
0,680,0,0,1,34.073616,8,No,No,A,NO,Yes,No,31-01-2017
0,689,1,1,1,50.85806485,6,No,No,A,NO,No,Yes,31-08-2017
0,673,1,1,0,35.42093,8,No,No,P,NO,No,No,31-08-2017
0,660,1,0,1,49.45838367,5,No,No,M,NO,No,No,30-06-2017
0,717,1,3,1,35.76202124,4,No,No,M,NO,Yes,Yes,30-09-2017
0,648,1,2,1,45.89321618,6,No,No,M,NO,No,No,31-03-2017
0,778,1,1,0,54.65992822,5,No,No,M,NO,No,No,28-02-2017
0,NA,1,3,2,68.29209164,6,No,No,M,High,No,Yes,31-08-2017
0,572,1,3,1,61.21840222,4,Yes,Yes,A,High,No,Yes,28-02-2017
0,631,0,0,1,48.73598147,6,No,No,M,Low,No,Yes,28-02-2017
0,616,1,2,1,61.48823408,7,Yes,Yes,M,High,No,Yes,31-03-2017
0,595,0,2,0,36.53306631,5,No,No,A,NO,No,No,31-01-2017
0,629,0,2,1,38.05371082,8,No,No,A,Low,No,No,30-06-2017
0,702,1,3,1,58.23540623,6,No,No,M,NO,No,Yes,31-08-2017
0,612,2,3,0,22.41144952,4,No,No,A,NO,Yes,Yes,31-01-2017
0,607,1,3,1,26.09561263,5,No,No,M,Low,Yes,Yes,31-08-2017
0,636,0,2,0,30.70605253,8,No,No,P,NO,Yes,No,31-05-2017
0,562,1,2,0,49.5922861,6,No,No,P,NO,No,Yes,31-01-2017
0,707,0,0,0,32.75655736,8,No,No,A,NO,Yes,No,30-09-2017
0,621,1,3,2,44.86769668,5,Yes,No,A,Low,No,No,31-08-2017
0,640,1,1,0,38.32551242,5,No,No,M,NO,No,Yes,31-08-2017
0,661,0,2,0,37.9870651,6,No,No,A,NO,No,Yes,31-03-2017
0,NA,0,1,0,36.03478934,7,No,No,M,NO,No,Yes,30-04-2017
0,669,1,0,0,37.42730164,7,No,No,M,NO,Yes,Yes,31-01-2017
0,562,0,0,1,52.26237346,5,No,No,M,NO,No,No,30-09-2017
0,611,0,2,0,32.68361466,6,No,No,M,NO,No,Yes,31-12-2016
0,704,0,2,2,41.20005753,6,No,No,M,NO,No,Yes,31-08-2017
0,684,1,3,1,51.07348416,6,No,No,A,NO,No,No,31-03-2017
0,750,1,0,0,41.20693026,8,No,No,A,NO,No,Yes,31-01-2017
0,646,0,0,0,31.14566612,7,No,Yes,M,NO,No,No,31-01-2017
0,559,1,3,1,55.93241224,3,No,No,M,NO,No,Yes,31-07-2017
0,612,1,1,1,61.7111975,4,No,No,M,High,No,Yes,28-02-2017
0,671,1,2,0,42.89056085,7,No,No,M,NO,No,Yes,31-12-2016
0,643,2,2,0,42.93708306,5,No,Yes,M,NO,No,Yes,31-12-2016
0,623,1,3,1,58.93415856,5,Yes,No,A,High,Yes,Yes,31-12-2016
0,742,1,2,0,48.75097436,7,No,No,M,NO,No,Yes,28-02-2017
0,566,1,1,1,52.19448904,6,Yes,Yes,M,High,No,Yes,31-12-2016
0,753,0,2,0,37.13056884,8,No,No,A,NO,No,No,31-08-2017
0,621,1,1,0,45.58312969,5,No,No,M,NO,No,Yes,30-06-2017
0,734,1,3,1,43.12229903,7,No,No,A,NO,No,Yes,30-06-2017
0,685,1,3,1,42.60718645,6,No,No,M,NO,No,Yes,28-02-2017
0,694,0,0,1,36.17678563,7,No,No,M,NO,No,Yes,28-02-2017
0,NA,0,2,1,48.53518782,6,No,No,M,Low,No,No,30-04-2017
0,571,0,2,1,43.55738082,5,Yes,Yes,M,Low,No,Yes,31-01-2017
0,684,1,2,0,58.41216238,7,No,No,A,Low,No,No,30-04-2017
0,666,1,2,0,70.11314919,7,No,No,M,Low,No,No,31-05-2017
0,622,0,0,0,8.366505957,3,No,No,M,NO,Yes,Yes,31-03-2017
0,708,1,1,0,54.17226081,8,No,No,M,NO,No,Yes,30-06-2017
0,631,1,1,2,38.28135033,6,No,No,M,High,No,Yes,31-01-2017
0,633,0,3,2,47.78476588,7,Yes,No,P,NO,Yes,No,30-04-2017
0,679,1,2,0,32.65252803,7,No,No,M,NO,Yes,No,30-06-2017
0,NA,2,2,1,58.36912109,6,Yes,No,M,High,No,Yes,31-05-2017
0,597,0,0,0,68.00147824,3,No,No,A,NO,No,Yes,31-08-2017
0,544,0,2,1,45.89215058,6,No,No,M,High,No,Yes,28-02-2017
0,NA,0,1,1,36.3045982,7,No,No,A,NO,Yes,Yes,31-03-2017
0,636,1,2,1,65.39697098,5,Yes,No,A,NO,Yes,Yes,31-08-2017
0,767,1,1,1,60.0201106,7,No,No,M,NO,No,Yes,31-12-2016
0,683,1,3,1,58.69435177,5,No,No,A,Low,Yes,Yes,30-09-2017
0,628,1,2,2,38.04977934,6,Yes,No,M,High,Yes,Yes,30-06-2017
0,596,1,3,1,48.39580643,6,No,No,M,Low,Yes,No,31-07-2017
0,654,0,1,0,52.38571406,4,No,No,A,NO,No,Yes,31-12-2016
0,640,1,0,0,35.18290675,6,No,No,A,Low,No,No,30-09-2017
0,623,0,1,1,33.07635657,6,No,No,M,NO,Yes,Yes,31-07-2017
0,631,0,1,0,53.61441349,8,No,No,P,High,No,No,31-03-2017
0,644,0,2,1,32.10453409,5,No,No,A,NO,No,No,28-02-2017
0,645,0,2,1,37.26005036,7,No,No,M,NO,No,Yes,31-05-2017
0,725,1,1,0,38.82522074,7,No,No,M,Low,No,Yes,31-12-2016
0,529,1,2,2,46.11803977,5,No,No,A,NO,No,No,31-05-2017
0,NA,2,3,1,51.3536707,7,No,No,A,Low,No,No,28-02-2017
0,521,0,0,0,35.05261387,6,No,No,A,Low,No,No,31-05-2017
0,585,1,2,1,61.1540836,6,Yes,No,M,High,No,Yes,28-02-2017
0,698,1,1,2,79.89836511,7,No,No,M,NO,No,Yes,31-07-2017
0,NA,0,0,0,31.63418572,6,No,No,M,NO,No,Yes,31-08-2017
0,558,0,2,0,52.30585662,5,No,No,A,Low,No,Yes,31-12-2016
0,653,1,3,1,44.97598473,5,No,No,P,NO,No,Yes,30-09-2017
0,698,0,0,1,59.93000067,5,No,No,A,NO,No,Yes,31-12-2016
0,697,0,1,1,63.58540533,6,No,No,M,NO,No,Yes,31-05-2017
0,561,1,0,0,45.67828846,5,No,No,M,NO,No,Yes,31-08-2017
0,655,1,3,0,25.87452494,6,No,No,A,NO,No,No,31-07-2017
0,578,1,1,2,67.17904403,5,Yes,Yes,M,Low,No,Yes,31-03-2017
0,673,1,2,1,35.0419795,6,No,No,M,NO,No,Yes,31-01-2017
0,NA,1,2,1,37.41285271,5,No,No,M,NO,No,No,31-08-2017
0,648,0,1,0,35.62117763,5,No,No,M,NO,No,No,31-01-2017
0,680,0,0,0,30.06544757,5,No,No,A,NO,Yes,Yes,30-09-2017
0,617,0,1,1,36.91678539,7,No,Yes,M,High,No,No,31-03-2017
0,NA,1,0,0,29.52287313,5,No,No,M,Low,No,Yes,30-09-2017
0,664,2,3,1,56.11513008,4,No,Yes,A,Low,No,Yes,31-08-2017
0,575,1,3,1,62.12390466,5,No,No,M,High,No,No,31-07-2017
0,606,1,3,2,51.34047613,6,No,No,P,High,Yes,Yes,31-01-2017
0,662,0,2,0,54.10102185,5,No,No,M,NO,No,Yes,30-06-2017
0,575,1,1,0,29.66777948,5,No,No,P,NO,No,Yes,31-05-2017
0,604,1,2,0,50.50457474,4,No,No,M,NO,No,Yes,31-12-2016
0,669,0,2,0,57.62316318,6,No,No,P,NO,Yes,No,31-07-2017
0,659,0,2,0,30.10940552,5,No,No,A,NO,Yes,No,31-05-2017
0,NA,0,1,0,51.56490766,6,Yes,Yes,M,NO,No,Yes,31-01-2017
0,587,1,1,0,52.41343519,5,No,No,M,High,No,Yes,31-01-2017
0,678,2,2,2,58.50986024,5,No,No,A,NO,No,Yes,30-04-2017
0,627,0,2,0,42.45831019,6,No,No,A,NO,Yes,Yes,31-05-2017
0,632,2,3,2,62.55226148,5,Yes,Yes,M,High,No,Yes,30-04-2017
0,541,0,1,1,65.79967069,4,No,No,A,NO,No,Yes,30-09-2017
0,NA,1,2,0,56.64583351,4,No,No,M,NO,No,Yes,30-09-2017
0,622,0,1,1,29.21441807,6,No,No,M,NO,No,No,28-02-2017
0,NA,1,3,0,31.15293214,6,No,Yes,A,NO,No,Yes,31-08-2017
0,623,1,1,1,27.47352174,5,No,No,M,NO,No,Yes,31-01-2017
0,567,2,2,1,56.45480941,4,No,Yes,M,High,No,Yes,31-12-2016
0,688,1,2,0,43.9104364,6,No,No,A,NO,No,No,30-04-2017
0,605,1,1,1,67.03714922,5,Yes,Yes,A,High,No,Yes,31-07-2017
0,568,1,0,1,30.17748385,6,No,Yes,A,NO,No,No,30-04-2017
0,698,0,0,0,53.60238965,6,No,No,M,NO,No,Yes,31-07-2017
0,NA,1,3,1,49.65448711,6,No,No,P,NO,No,Yes,31-05-2017
0,579,0,2,1,35.30452272,3,No,No,A,NO,Yes,No,31-12-2016
0,656,1,1,1,34.88070768,5,No,No,M,NO,No,No,28-02-2017
0,649,0,1,1,48.78811517,6,No,No,A,Low,No,Yes,31-03-2017
0,492,2,3,1,59.75321007,3,Yes,Yes,M,High,No,Yes,31-12-2016
0,661,1,1,1,57.86179261,5,No,No,M,NO,No,Yes,30-04-2017
0,688,1,2,0,48.0681607,6,No,No,M,NO,No,Yes,31-05-2017
0,NA,0,1,0,47.57604155,4,No,Yes,A,NO,No,No,31-08-2017
0,621,0,1,0,52.57475723,6,No,No,M,NO,No,Yes,31-12-2016
0,588,1,1,1,63.85474442,4,No,No,M,High,No,Yes,28-02-2017
0,724,1,0,0,31.87653375,8,No,No,M,NO,Yes,Yes,31-05-2017
0,712,1,2,1,62.62697149,6,No,No,P,NO,No,Yes,30-09-2017
0,655,1,3,1,46.8226422,6,No,No,A,NO,Yes,Yes,31-07-2017
0,671,1,0,0,31.10014674,7,No,Yes,M,NO,No,Yes,31-01-2017
0,592,1,2,0,60.81250229,4,No,No,M,NO,No,Yes,31-07-2017
0,738,2,3,1,64.47506971,3,Yes,Yes,M,NO,No,Yes,31-01-2017
0,589,1,1,1,60.57656392,4,Yes,Yes,A,NO,Yes,Yes,30-04-2017
0,651,1,1,1,46.30576497,4,No,No,M,NO,No,No,30-04-2017
0,678,1,1,1,41.79170462,5,Yes,No,M,High,Yes,Yes,28-02-2017
0,567,0,2,1,41.63940098,5,No,No,A,Low,No,Yes,30-04-2017
0,576,1,3,2,56.51999263,5,No,No,A,High,No,No,30-06-2017
0,660,0,2,0,62.58066155,4,Yes,Yes,A,NO,No,Yes,31-08-2017
0,733,0,1,0,51.62523318,8,No,Yes,M,NO,No,Yes,28-02-2017
0,673,1,0,0,60.72904474,7,No,No,M,High,No,Yes,31-05-2017
0,617,0,1,0,43.03744563,5,No,No,M,Low,Yes,Yes,31-08-2017
0,544,1,2,1,57.09684931,7,Yes,Yes,A,High,No,No,31-08-2017
0,639,0,2,1,44.18556296,5,No,No,A,NO,No,Yes,31-01-2017
0,720,1,2,0,35.93761521,6,No,No,A,NO,Yes,Yes,31-05-2017
0,685,0,0,1,51.76071996,7,No,No,M,NO,No,Yes,31-12-2016
0,665,0,1,1,15.69442893,7,No,No,M,NO,Yes,No,31-05-2017
0,657,0,0,0,36.72044787,7,No,Yes,M,Low,Yes,Yes,31-07-2017
0,566,1,3,2,50.64813043,8,No,Yes,A,High,No,Yes,31-01-2017
0,644,0,3,0,25.59641125,5,No,No,M,NO,Yes,Yes,31-08-2017
0,703,2,3,0,51.22634612,6,No,Yes,A,High,No,Yes,31-03-2017
0,705,1,2,1,27.58999727,4,No,No,P,NO,Yes,Yes,30-09-2017
0,NA,1,1,1,50.02010975,3,No,No,M,NO,No,Yes,31-07-2017
0,704,0,1,0,56.03420962,5,No,No,P,NO,Yes,No,31-03-2017
0,680,0,2,0,59.77448164,5,No,No,M,NO,No,Yes,28-02-2017
0,607,0,2,0,27.09466596,5,No,No,M,Low,No,Yes,31-05-2017
0,688,2,0,1,52.64422997,7,No,No,A,NO,No,No,30-09-2017
0,638,0,0,1,33.00920598,8,No,No,P,Low,No,No,31-03-2017
0,674,1,2,1,41.00275178,5,No,No,M,NO,Yes,Yes,30-04-2017
0,779,1,3,0,62.75731209,7,No,No,M,NO,No,No,31-08-2017
0,644,1,1,2,37.89628798,4,Yes,Yes,M,Low,No,Yes,30-09-2017
0,739,1,3,1,34.49584935,7,No,No,M,NO,Yes,No,31-07-2017
0,692,1,2,0,46.64413953,6,No,No,P,NO,Yes,No,31-07-2017
0,610,1,2,1,51.06427078,4,Yes,Yes,M,Low,Yes,Yes,31-05-2017
0,576,2,2,2,50.58054154,5,Yes,Yes,M,High,No,Yes,31-12-2016
0,693,0,2,0,54.42775873,5,No,No,P,NO,No,No,28-02-2017
0,557,0,0,0,32.64942378,4,No,No,A,NO,No,Yes,31-12-2016
0,624,1,3,1,37.77582267,5,No,No,A,High,No,No,31-05-2017
0,564,0,0,0,53.1122347,5,No,No,A,NO,Yes,Yes,30-06-2017
0,632,0,1,1,50.02351848,6,No,No,M,NO,No,Yes,31-07-2017
0,629,0,1,0,55.91981669,6,No,Yes,M,Low,No,Yes,31-05-2017
0,NA,0,0,0,34.32962561,8,No,No,M,NO,No,Yes,30-09-2017
0,609,1,2,1,48.44446804,4,No,No,A,NO,Yes,No,31-07-2017
0,489,2,2,2,61.19022715,3,Yes,Yes,M,High,No,Yes,31-03-2017
0,651,0,3,1,39.7815166,7,No,No,A,NO,No,No,30-06-2017
0,NA,1,0,0,60.13271778,4,No,No,A,NO,No,No,31-08-2017
0,NA,0,0,0,32.03668322,7,No,No,M,NO,Yes,No,31-07-2017
0,585,0,2,2,63.89608835,6,Yes,No,A,High,No,No,30-04-2017
0,622,1,3,0,40.55501557,6,No,No,P,NO,No,No,28-02-2017
0,673,0,2,0,37.88710267,6,No,No,M,NO,No,Yes,31-08-2017
0,621,1,3,1,61.91175824,6,Yes,Yes,M,Low,No,Yes,31-07-2017
0,615,0,1,0,33.83548734,4,No,No,M,NO,Yes,Yes,31-07-2017
0,700,1,1,0,11.17838521,5,No,No,M,NO,No,Yes,30-04-2017
0,746,2,3,1,77.20127737,6,No,No,M,NO,No,No,31-03-2017
0,535,0,1,1,47.01581425,6,Yes,No,A,High,No,Yes,28-02-2017
0,594,1,1,2,59.3489188,4,No,No,M,High,No,Yes,30-06-2017
0,654,0,0,1,40.42569001,7,No,No,P,NO,Yes,Yes,31-01-2017
0,611,0,1,0,53.83561049,6,No,No,A,NO,No,No,30-06-2017
0,615,2,3,2,63.51578497,6,Yes,No,M,High,No,Yes,31-12-2016
0,711,1,2,1,39.24655869,6,Yes,No,A,Low,Yes,Yes,31-07-2017
0,680,2,2,1,31.31741105,5,No,No,A,NO,Yes,Yes,30-04-2017
0,599,2,1,1,48.88054701,4,No,Yes,M,NO,No,Yes,31-03-2017
0,577,1,2,0,69.24061459,4,No,Yes,M,High,No,Yes,31-08-2017
0,606,1,3,1,48.79743175,4,No,No,M,Low,No,Yes,30-09-2017
0,695,1,0,0,53.9266919,7,No,No,A,NO,No,No,28-02-2017
0,662,1,2,1,42.01760847,6,No,No,A,NO,No,Yes,31-07-2017
0,628,0,1,1,40.26737455,6,No,No,A,NO,No,Yes,30-09-2017
0,NA,1,2,2,51.77582275,6,Yes,Yes,A,NO,No,Yes,30-09-2017
0,630,1,3,1,48.98670647,5,No,No,M,NO,No,No,31-12-2016
0,NA,1,1,2,34.76537358,6,No,No,A,NO,No,Yes,30-04-2017
0,733,0,1,0,40.79628253,5,No,Yes,M,NO,Yes,No,31-05-2017
0,593,1,0,1,66.79145344,4,No,No,A,High,No,No,28-02-2017
0,500,0,3,0,23.80261731,5,No,No,P,Low,No,No,31-01-2017
0,634,1,1,0,33.61275501,4,No,No,M,NO,Yes,Yes,31-03-2017
0,718,0,0,0,46.46287621,6,No,No,P,NO,Yes,Yes,31-05-2017
0,722,0,0,1,38.79694841,5,No,No,A,NO,No,Yes,31-12-2016
0,656,0,0,1,56.70832843,5,No,No,P,NO,Yes,Yes,31-01-2017
0,566,2,3,0,55.47278079,5,Yes,No,A,High,No,Yes,31-08-2017
0,NA,1,3,1,50.01122695,5,No,No,A,NO,Yes,No,31-05-2017
0,498,2,3,0,66.15425809,3,No,No,A,High,No,Yes,31-01-2017
0,605,1,1,0,54.08716594,4,No,No,A,Low,No,Yes,30-04-2017
0,818,0,0,1,72.48330397,8,No,No,M,NO,No,Yes,31-03-2017
0,650,0,1,1,49.00944758,3,No,No,A,NO,No,Yes,30-09-2017
0,723,0,0,0,28.81116911,7,No,No,A,NO,Yes,No,30-09-2017
0,630,0,3,1,57.0758283,5,No,No,M,NO,No,Yes,31-03-2017
0,657,1,1,0,34.12820234,6,No,No,A,NO,Yes,Yes,31-03-2017
0,651,0,1,1,50.76663784,6,No,No,M,Low,No,Yes,31-07-2017
0,620,0,0,1,39.60223415,6,No,No,M,Low,Yes,No,28-02-2017
0,618,0,0,1,32.74034323,5,No,No,A,NO,No,Yes,31-12-2016
0,630,0,2,1,35.47682646,7,Yes,No,M,NO,No,Yes,30-06-2017
0,661,1,2,1,80.61027803,6,No,No,M,NO,No,No,30-06-2017
0,592,2,3,1,62.48369058,7,No,No,A,High,No,No,31-08-2017
0,664,0,2,2,56.4062646,4,No,No,A,NO,No,Yes,31-05-2017
0,586,2,3,1,50.93378179,6,Yes,Yes,A,High,No,No,31-03-2017
0,584,1,0,0,41.87427881,6,No,No,A,NO,No,No,30-09-2017
0,658,0,1,0,64.42185475,6,Yes,No,M,Low,Yes,No,30-09-2017
0,631,2,3,1,58.01915164,5,Yes,No,M,High,No,Yes,31-08-2017
0,630,1,3,1,59.40100986,6,Yes,No,P,High,No,Yes,30-06-2017
0,683,1,2,0,34.13359185,5,No,No,M,NO,No,No,31-12-2016
0,744,1,3,1,44.16258813,5,No,No,P,NO,Yes,No,31-01-2017
0,619,0,3,1,50.01773288,5,Yes,No,M,Low,Yes,Yes,28-02-2017
0,NA,0,0,1,24.47791361,8,No,No,A,NO,No,Yes,31-01-2017
0,607,1,2,1,45.65645923,5,No,Yes,M,Low,Yes,Yes,31-12-2016
0,722,0,0,0,65.72333466,6,No,No,P,NO,No,No,31-03-2017
0,584,0,0,1,31.17659138,5,No,Yes,M,NO,No,Yes,30-09-2017
0,671,1,1,1,45.37152489,6,No,No,M,NO,No,No,31-05-2017
0,561,0,3,1,50.88427319,5,Yes,No,A,High,No,Yes,30-09-2017
0,637,2,3,1,51.77742526,6,No,No,A,NO,No,Yes,31-05-2017
0,592,0,0,1,32.71105524,6,No,Yes,A,Low,No,No,31-05-2017
0,691,1,2,0,42.37000802,6,No,No,M,NO,No,Yes,28-02-2017
0,665,1,3,2,52.78251691,6,No,No,M,NO,No,Yes,31-05-2017
0,633,1,3,1,71.73706404,4,Yes,No,M,High,No,Yes,28-02-2017
0,693,1,2,0,63.25061108,7,No,Yes,A,NO,No,Yes,31-08-2017
0,705,0,0,0,31.5758928,6,No,No,A,NO,Yes,Yes,31-07-2017
0,622,0,0,1,37.43869482,5,Yes,No,M,Low,No,Yes,28-02-2017
0,649,1,0,1,50.34111362,7,No,No,P,Low,No,Yes,31-01-2017
0,635,0,2,0,49.49880167,7,No,No,M,Low,No,Yes,28-02-2017
0,653,0,3,1,51.57605273,5,No,No,A,NO,No,No,31-12-2016
0,660,0,1,1,51.61642697,6,No,No,A,Low,No,Yes,31-05-2017
0,731,0,0,0,47.96783316,7,No,No,M,NO,No,Yes,30-06-2017
0,612,1,1,0,37.43028176,5,No,No,A,NO,No,No,31-07-2017
0,564,1,3,1,39.32184225,5,Yes,Yes,M,High,No,Yes,28-02-2017
0,629,1,1,1,56.54800762,4,Yes,No,A,High,No,Yes,31-05-2017
0,581,0,2,1,38.96353032,6,No,Yes,A,NO,No,No,31-08-2017
0,656,0,0,0,28.67620874,6,No,No,M,NO,No,Yes,30-04-2017
0,660,1,1,0,44.43093801,6,No,Yes,A,NO,No,No,30-09-2017
0,674,2,3,1,47.51869888,5,No,No,A,NO,No,Yes,31-01-2017
0,NA,1,3,1,58.73047197,5,No,Yes,M,NO,No,Yes,30-09-2017
0,703,1,3,1,50.0222605,6,Yes,Yes,A,NO,Yes,Yes,30-09-2017
0,695,1,0,1,65.29636343,6,No,No,M,NO,No,Yes,30-06-2017
0,588,0,2,1,68.65433868,5,No,No,M,NO,No,Yes,31-08-2017
0,708,0,1,0,38.15260777,5,No,No,A,NO,No,Yes,31-01-2017
0,484,1,3,1,48.2642929,4,Yes,Yes,M,High,No,Yes,31-01-2017
0,654,0,1,0,40.62310389,5,No,No,M,NO,Yes,Yes,28-02-2017
0,665,0,0,1,57.25198808,5,No,No,A,NO,Yes,Yes,31-01-2017
0,664,1,3,2,57.01136082,5,No,No,M,Low,No,Yes,30-06-2017
0,NA,1,2,0,43.26145363,4,No,No,M,NO,No,Yes,31-01-2017
0,610,2,3,1,61.21541444,7,Yes,No,P,High,No,No,31-07-2017
0,712,1,2,1,25.37438567,8,No,No,M,NO,No,Yes,30-06-2017
0,681,2,1,1,53.76186468,6,No,No,M,Low,No,No,31-05-2017
0,626,0,0,0,46.58882825,5,No,No,M,NO,No,Yes,31-03-2017
0,583,0,1,0,39.03085086,5,No,Yes,M,NO,No,Yes,28-02-2017
0,NA,0,0,0,24.16417157,8,No,No,M,NO,No,Yes,31-12-2016
0,609,1,3,1,54.46451692,6,Yes,No,A,High,No,Yes,31-07-2017
0,576,2,3,1,36.27177669,5,Yes,Yes,M,High,No,Yes,31-03-2017
0,616,1,1,1,46.59559774,6,No,No,M,Low,No,Yes,31-12-2016
0,NA,1,2,1,49.8183926,3,No,No,M,High,No,Yes,28-02-2017
0,621,0,0,0,47.61726482,6,No,No,M,NO,Yes,No,31-12-2016
0,NA,1,3,1,36.39383233,5,No,No,M,NO,No,Yes,31-03-2017
0,641,1,1,2,47.91266551,4,No,No,M,NO,Yes,Yes,28-02-2017
0,680,1,3,1,35.25247843,6,No,No,M,NO,No,Yes,31-08-2017
0,NA,1,2,1,45.85817211,7,No,No,P,NO,Yes,No,31-08-2017
0,650,1,2,0,30.62789015,6,No,No,A,NO,No,No,31-01-2017
0,561,0,1,1,53.72563223,5,No,No,M,High,No,Yes,31-01-2017
0,631,0,1,1,50.45030934,5,No,No,M,Low,Yes,Yes,31-07-2017
0,NA,1,1,1,51.47503375,8,No,No,M,NO,Yes,Yes,31-07-2017
0,611,0,3,1,47.67384346,4,No,Yes,A,NO,No,Yes,31-12-2016
0,661,1,3,1,55.38559456,5,No,No,M,NO,No,Yes,30-09-2017
0,651,1,1,1,44.18286772,7,No,No,M,NO,No,Yes,31-07-2017
0,NA,0,1,1,34.53445779,7,No,No,M,NO,No,Yes,30-06-2017
0,528,2,2,2,60.98236858,4,Yes,No,M,High,No,Yes,30-04-2017
