Gender,balance,income,DPD
F,267.3278291,19698.71388,21
M,420.8993319,39764.70243,4
M,129.5964485,52169.23157,50
M,327.2404373,40061.62451,28
M,678.0711056,63791.8242,31
F,199.1270927,19913.6025,25
M,1215.698245,33598.97076,14
M,460.6815058,37129.27082,33
F,1300.720433,9266.529731,17
M,534.568708,37281.04021,31
M,1308.529172,57190.87487,10
M,507.065032,42753.19192,1
M,197.3272654,24562.11966,43
F,819.834292,16412.99702,16
M,0,57003.59377,39
M,1489.780332,30296.61044,43
M,581.5208186,53100.57248,16
F,286.2915646,19553.63561,0
M,371.8652201,45949.91421,3
F,992.7802211,16585.32428,35
F,758.1385236,23758.57763,25
M,1174.194909,35533.48452,14
F,1196.098264,23851.22139,43
M,613.2314024,34664.57133,49
M,968.9723403,33763.19028,42
F,1151.298716,14384.76708,0
M,848.7027399,35192.83887,10
F,989.0907701,20262.02194,29
M,92.740663,40722.59065,17
M,1654.934175,33179.78392,44
M,212.4979287,53619.47571,0
M,73.89323483,44308.9054,14
M,692.155234,37592.26085,25
M,957.5839622,40315.77284,43
M,69.02387754,41566.58207,32
M,1394.125443,42921.01708,47
M,1317.866468,36610.88611,31
M,602.0963956,53553.72247,29
M,430.1182212,41105.28763,36
M,211.9830282,33448.24478,13
M,544.1431456,33861.5539,47
F,943.8430643,16701.78309,53
M,1412.192448,37283.0081,87
M,1416.44477,33099.49688,7
M,193.2831647,37376.64971,25
M,857.2364484,67124.05709,11
M,1132.078482,29715.30494,59
M,1489.357027,37758.41289,2
M,1527.359325,33923.52877,53
F,1427.049384,18268.52683,34
M,964.8630373,43744.98335,52
M,326.1509299,32919.97105,26
M,866.2996685,65931.95111,17
M,626.1601542,34007.90835,59
M,836.1928646,43275.14523,17
M,826.5580205,44371.74734,53
M,102.1225226,33300.18752,0
M,1609.297031,52752.96843,24
F,140.4556219,11179.49786,7
M,1147.980695,20766.39507,28
M,855.2925657,35749.03279,37
M,1682.201856,36366.99129,20
M,689.8207736,30304.7803,27
M,1706.046305,32900.71144,48
M,479.5219091,43743.62231,30
F,765.3633568,11976.40849,58
M,894.3291029,45250.73031,39
M,993.6470928,26768.95668,3
F,378.4925197,18659.77213,45
F,576.0650075,13536.60904,28
F,2113.629761,21100.72179,65
M,542.6962061,40996.21233,23
F,493.6295461,20500.21263,16
M,0,29322.63139,7
M,1185.581253,47782.49713,35
F,1719.871119,22431.858,35
M,495.7500691,44361.39119,48
M,533.8941544,33785.74614,54
M,150.1427055,38610.37731,6
F,1298.901493,14975.26493,29
M,957.2389599,57698.40822,40
M,836.9332916,51031.93983,34
F,1400.702824,23083.26016,42
M,857.329142,25742.17377,26
M,876.7655553,49291.16656,15
M,979.3167149,27534.91214,47
F,491.7043208,8352.208988,12
M,1621.711643,37970.47402,1
M,643.6155094,44251.01588,27
F,343.7986381,19971.77621,54
M,1711.169093,18579.10247,69
M,1170.027406,33332.62578,11
F,638.2043997,14641.38373,31
F,1457.839411,18496.93206,28
M,383.860155,31749.67842,10
M,618.0316829,44419.54767,8
M,565.2182999,29015.72406,46
M,290.1459587,32862.55529,22
F,576.9442788,22800.86705,51
M,633.1271156,54034.35501,8
F,1350.629002,11854.98444,39
F,893.5582716,23033.81221,57
F,895.3189658,20869.35594,45
M,1470.572491,44490.32107,29
M,789.2565112,43835.34027,1
M,218.7690046,52074.66272,25
F,531.6938027,15794.58161,5
F,1268.537855,21336.8901,45
M,0,34040.31291,4
M,1046.562865,26555.48894,25
M,389.9921752,29032.1127,23
M,642.2346279,35800.08382,3
M,391.9899522,35012.86961,20
M,1483.689011,58310.51235,15
F,438.5747709,17439.11495,59
M,897.8616937,47557.5241,42
M,0,41693.38584,14
F,776.6390702,15338.8886,57
M,112.4707089,34320.02615,7
M,634.477776,56726.12001,57
M,791.9474961,47886.52327,14
M,1088.285306,43134.53141,19
F,2018.358536,15472.84958,9
M,1470.635273,40080.21475,55
F,611.2088966,19733.2518,5
M,1117.080028,42388.41555,40
M,1589.990919,42268.27985,59
M,0,57898.41516,46
M,636.2386682,39172.36337,26
F,714.3971711,17412.71798,11
F,946.7796039,12881.40211,10
M,108.0567758,41840.32581,25
M,816.8883528,52492.34594,12
M,5.88381628,45840.47246,53
M,761.7506343,13889.13253,32
F,1173.781343,15823.80548,44
M,1418.475373,38034.14443,3
F,864.3571268,10484.7705,28
F,1101.160092,14307.00108,8
M,0,46615.69803,36
M,0,43782.25586,2
M,582.3172218,29239.84607,59
M,369.0504876,38418.86652,28
M,966.0518775,10174.7298,17
M,399.4456151,54329.92293,9
M,51.88848659,41839.17339,13
M,460.8794155,40046.02933,44
M,1139.012728,36958.57801,7
M,707.5731029,48790.40225,22
F,1034.603151,18614.0375,48
M,118.8698001,42823.57196,52
F,461.0043408,15554.02977,15
M,1057.275,42731.87641,56
M,1035.485881,41714.37377,10
M,1010.279513,34188.98465,47
M,0,41199.79936,28
M,656.0237254,36349.43699,17
M,539.1375008,23561.43052,56
M,1377.462061,49406.0727,46
F,1322.145996,21272.57594,30
F,1393.589491,23261.86324,45
M,1324.013984,45114.74031,39
M,1020.529557,35652.66346,43
M,2033.540235,41629.23729,0
M,888.6429126,19942.60287,36
M,1350.116267,39555.96231,57
F,1936.061862,13377.82884,82
F,1406.917364,16427.10078,47
M,282.8381245,29478.13801,25
M,601.0825714,25319.3661,12
F,1639.426608,14682.77666,17
F,48.52809588,16647.30616,27
M,324.5045318,51139.87685,21
F,886.4015079,13995.88959,43
M,967.4415738,51674.41937,14
M,711.7376077,45419.88194,36
M,1547.88079,50638.33959,17
F,1200.594445,13772.98912,4
M,0,45201.12871,1
M,1454.981589,43821.22135,12
M,355.4423386,46147.51787,49
M,0,46927.78445,29
M,0,49784.33635,47
M,282.8653131,39961.03982,24
M,303.7151177,29048.03524,48
M,157.7630016,36206.28569,19
M,300.0004665,41189.4522,15
M,463.9820725,43330.55244,16
M,1654.234956,39580.12971,6
M,762.5744974,45526.89479,15
F,1887.881716,21901.1825,12
M,1206.263492,34621.77331,39
F,247.6531036,20444.75243,4
M,576.7961199,39209.83287,35
F,1214.408306,18055.23847,27
M,987.7455283,40243.62002,27
F,1257.01613,19247.90061,39
M,524.0856189,40319.11814,19
F,1236.207092,23364.04868,7
M,1008.675001,68610.41206,58
F,1474.779605,17382.46739,2
M,772.3753146,36997.33674,57
M,701.5525937,39526.57719,27
M,0,28798.03997,46
F,1165.895511,14969.28725,0
M,0,28226.55795,8
M,1429.221048,40564.88631,51
F,806.6692357,17359.67476,55
M,528.0893156,46389.34068,56
M,963.4281482,60084.12648,19
F,764.5271667,22578.63567,13
M,573.699137,49465.75485,39
M,1410.36924,62395.03815,44
M,816.7410271,47272.33361,50
F,1220.524914,12195.36195,17
M,245.4387533,54133.03831,23
F,1083.911282,8584.077577,19
M,485.3488065,14676.29551,56
M,677.758794,50309.06472,46
M,286.6608747,34499.53263,32
F,843.9202067,20754.02417,21
M,831.8366199,41247.6422,2
M,1024.326377,33832.48963,24
M,1277.123098,42472.90827,32
F,1221.943911,19127.35023,30
M,967.2492817,27663.13407,32
F,1556.904418,19272.23648,31
F,419.729555,24679.73147,54
M,276.1648843,53625.71409,54
F,1407.497272,14688.3889,35
M,1041.088023,39515.84302,34
M,182.3254442,39703.26885,19
M,162.2184867,41381.27071,30
M,405.2739806,52571.18413,24
M,887.1583614,51519.12648,52
M,1844.883839,35508.67542,82
M,792.9815259,37549.95,50
F,942.1401049,23835.38547,3
M,938.7858968,14524.35762,1
M,18.90420269,35590.23258,34
F,599.4709832,18575.40842,9
F,679.809547,19263.12332,20
M,601.2632926,24400.09625,12
M,132.0810393,51694.73956,32
M,743.0329689,25186.4259,21
M,728.1868975,52515.06755,55
M,467.2475637,33644.25784,36
F,1104.933348,17377.49815,57
F,310.1981818,14672.9257,22
M,1575.712705,45957.24472,41
F,1370.248937,13358.2742,13
M,1593.432803,73554.2335,56
M,463.0022177,42297.4578,27
F,786.1060239,20954.45157,7
F,731.5118011,26505.34452,14
F,468.2732193,27054.89382,52
M,219.1457095,37993.04368,24
F,846.95907,20659.85327,14
M,702.1592628,57468.40444,40
F,1381.644434,11059.56807,46
M,1455.505837,33455.04969,31
M,1357.909718,43377.11218,4
M,1032.627079,23349.83013,51
M,798.8596367,48336.12931,47
F,117.9030818,14649.85806,9
M,234.743604,27499.95362,24
M,890.2668722,36631.49842,52
F,518.4788393,18635.50971,17
M,1124.49596,31739.56375,58
M,1468.788055,38521.8702,22
M,938.1061788,13405.21094,48
M,722.0291625,26984.25629,53
M,610.641708,42899.84813,2
M,407.7713007,18555.32354,52
M,1057.228817,58133.52784,51
M,1262.404516,57158.75502,17
F,1082.674545,22417.55615,51
M,1969.942924,29415.75329,98
M,760.0996428,45921.34313,21
M,929.3962543,23133.65981,55
M,1177.249598,35419.61031,19
M,309.2706808,42226.65131,37
M,981.9439338,38483.53189,4
M,200.162804,24280.13016,6
M,1630.48301,54323.42289,33
M,947.2354163,28310.49378,29
M,537.3963542,40828.14012,13
F,1292.568784,14859.24008,48
M,356.8276454,39444.82535,6
M,500.155117,34437.70689,53
M,1345.70698,40802.88652,18
F,1091.139756,19990.83533,50
M,1025.527625,22741.3913,42
M,403.2400249,42993.43641,20
M,699.3426727,36957.68057,21
M,1445.805164,15666.05743,34
F,963.8992578,16561.25564,54
M,542.7656016,52625.41571,43
M,766.9290949,25376.10376,6
M,808.4291276,29212.90473,17
M,736.5367299,46416.18292,35
M,1076.139823,31845.95153,11
F,731.3148595,11510.15147,35
M,236.0037059,38202.51384,28
M,1382.454952,40394.3086,26
F,915.5715469,22586.33828,34
M,176.5969458,48957.75638,50
F,639.9996263,19900.0064,25
F,950.6780086,20435.81781,13
M,1320.711115,29105.44244,53
F,1203.029399,15952.45202,4
M,1335.935254,19482.20628,43
F,1647.282248,16154.46228,99
F,1434.386464,15761.69962,45
M,307.4762385,36120.96859,55
F,1277.8949,20649.92999,18
M,998.3930699,46051.92286,23
M,561.343259,44403.99429,1
F,1577.083581,15230.8206,9
F,412.0714443,12588.97113,9
F,1758.406571,14272.27378,96
F,251.4681938,19373.88802,4
M,1353.131735,40164.04859,35
M,10.19445669,32641.93256,16
M,933.5547342,33633.14869,55
F,1692.752538,23743.84195,7
M,663.2504792,36276.86395,57
M,51.53040142,36851.91287,21
M,797.7426471,53398.92859,41
M,0,50243.93117,9
M,1217.072762,62764.09766,26
M,0,44980.29304,10
M,741.844666,45808.54028,53
M,455.1844905,43513.35063,43
F,1788.140822,26228.71044,18
M,1253.773412,28153.01406,21
M,918.0933737,44112.81017,56
M,0,30241.94858,58
F,699.1734013,17572.83106,18
M,171.996377,33505.49343,43
M,1326.348854,46587.08029,24
M,1275.495303,40026.28595,13
F,2247.421889,17926.72301,75
M,993.7721191,52645.66309,41
M,997.3795041,34824.84806,40
F,652.3726691,12139.05712,5
M,1124.886189,41989.0342,10
M,1608.818447,36721.10348,58
F,776.606473,4755.25219,44
M,845.0207249,33895.23785,20
M,570.0546987,42157.80771,1
M,186.4381344,13325.12133,47
M,0,48672.95601,12
M,1429.488716,31995.488,3
M,295.0566741,39479.75168,55
M,896.5812766,54840.05787,33
F,1562.532324,13754.33407,59
M,889.3087417,33036.24479,27
F,1805.682955,20727.64022,15
M,1334.105928,43704.43086,54
M,527.9402237,56820.82074,36
M,1282.076946,52753.07657,56
M,932.8287296,48165.18024,39
F,1850.888247,21575.76333,34
M,455.1907842,36488.15785,35
M,748.2866448,45626.99455,0
M,874.4787423,33485.52051,23
F,538.7065362,16350.36018,30
M,841.8517272,48615.01457,39
M,1814.168195,28322.83919,40
F,365.7044087,15953.97561,29
M,401.1807575,39686.67595,27
M,2096.136391,49992.52981,53
M,1429.878559,33452.58756,39
F,1737.347715,19202.71019,20
M,1043.390338,45309.94897,20
F,1155.456548,22194.47788,42
F,931.649113,19179.44679,59
M,146.7554609,49925.06939,36
M,1406.947652,27667.83603,58
F,705.8968256,18447.87609,41
M,641.8039407,32628.64126,58
M,379.6035635,42862.48889,36
M,706.2267919,33920.45697,24
M,577.1319969,43616.09623,43
M,90.99981606,52387.59199,17
M,549.3990418,48424.40438,4
F,1102.434982,17391.77965,120
F,1228.338796,18129.69406,10
F,974.0143849,20108.10358,30
M,263.6560618,50782.8322,13
M,847.0691474,35581.29012,5
M,835.1918091,39977.13147,42
M,757.9077112,37088.83957,4
F,1013.665766,13821.09008,29
F,643.5770009,28765.91053,20
F,757.2727635,18876.08916,1
M,1248.278943,41100.62617,11
M,699.2858502,41475.9821,44
M,866.4026312,18586.72717,49
M,697.6663826,35402.26796,59
M,899.0968928,39630.63879,42
M,674.2046296,46481.95268,14
M,902.9239586,33778.40323,23
M,1591.755806,46259.65998,23
M,484.2173586,30178.57524,29
M,751.6872866,51327.31727,30
M,604.1949471,38292.7691,45
M,640.6334699,46075.41506,33
F,782.4451651,23447.21338,25
M,1026.955197,40307.01102,1
F,862.9022538,16157.86653,28
F,780.5121258,14813.34158,17
M,878.0093852,15262.93511,39
M,481.8620283,32928.239,19
F,1579.990032,13274.7315,4
M,1.674025903,23001.66708,47
M,514.8490253,37656.84787,9
M,2087.678741,44997.36435,11
F,973.5147102,20770.48403,56
M,528.8724969,45235.49719,59
M,1131.412434,37663.22687,10
M,955.3433705,40368.59789,44
M,759.0322605,45774.38354,18
M,1023.852414,31492.99837,29
M,1096.077756,30374.83472,22
M,829.3296907,48734.16617,47
M,792.3568717,39911.42723,2
M,882.2645345,18379.51486,36
F,733.8470899,16400.12834,27
M,553.5194362,45385.31133,27
F,822.9595949,8918.702539,7
M,493.9599904,34621.75764,55
M,88.25405671,43927.31589,44
M,0,45077.57458,16
M,611.8257349,21716.53436,49
F,1096.692136,20856.58764,52
M,191.6110706,35119.58138,51
M,447.9581612,54044.82311,10
M,1149.689188,39974.56302,48
F,463.3000047,16416.61273,57
M,1347.635595,58953.09267,46
F,0,16979.89307,19
M,643.0108474,27735.15824,11
F,365.2229558,15375.15172,21
M,289.6815694,45991.04432,46
M,578.2906566,48044.38449,21
M,1186.932729,51742.57644,20
M,426.0072838,50874.56518,9
M,1115.738777,48125.64676,28
F,932.6958142,18743.31374,29
F,1048.487596,22935.59545,28
M,768.372947,44405.30875,31
M,785.4947084,50683.15418,20
F,865.2058661,22081.58164,2
M,1801.801183,24152.26483,85
M,950.3412748,64396.16534,30
M,787.0429349,46266.94145,23
M,982.8399888,32419.66505,37
M,1175.389577,35339.55667,51
F,887.2848722,13132.90135,23
M,801.9944369,46439.00355,1
M,1096.246733,42685.10729,7
M,628.8553316,40490.42605,38
F,567.7225809,14892.32445,17
F,843.0087866,22037.47041,3
F,1217.309875,10520.04307,29
M,0,10593.92125,13
M,1186.777951,38581.92786,55
M,439.0438931,40148.10805,4
F,778.9993533,10489.57353,30
F,742.5493235,24505.01935,51
F,763.3376238,15849.86396,51
M,408.11603,39388.31756,34
M,1071.258354,36869.05258,28
M,1373.575601,22182.41659,10
M,52.91808918,30506.35885,45
F,1140.454363,18991.88604,11
M,1162.299227,47513.12477,55
F,1528.49437,22664.34935,45
M,991.9611672,49910.09688,37
M,592.4323214,32283.26412,4
M,848.3276082,30472.71793,21
M,309.5179821,35293.19357,45
F,425.8446454,15324.758,49
F,1268.486114,19862.04442,58
F,898.6319508,15293.87405,45
M,274.9569465,24102.39151,5
M,399.443128,45360.93225,5
F,850.3864062,6389.070569,34
M,92.90008897,43955.88137,13
M,854.0233346,32107.30834,9
M,0,29721.34187,31
M,1094.812833,32936.05866,44
M,680.1644594,25391.63308,48
M,1231.351894,29867.87647,38
M,0,38228.26017,11
M,830.0460942,51847.12293,1
M,1267.001444,32752.19374,2
M,1623.690272,36747.90398,41
M,302.7190177,45260.39773,17
M,439.9619588,28215.47884,54
F,1016.825478,18703.55523,25
M,1421.204764,47423.79177,51
M,479.6771518,40995.03621,54
F,925.8969167,12384.20423,18
F,1192.702159,21597.75167,29
M,1649.91703,36091.38475,37
M,808.9991026,26379.8867,55
M,752.0562947,49741.43152,22
M,727.1907763,27282.19836,32
M,845.60731,31633.08725,26
M,445.6618979,46816.10511,56
M,1459.044966,49753.80492,54
F,988.6416096,22085.45082,19
M,796.9912085,25159.55486,56
M,903.4591316,33640.09968,42
M,1163.083904,45488.75056,14
M,1217.210527,33865.05058,4
F,740.2286772,23469.3875,28
M,1259.450524,28881.72525,17
M,501.391686,42856.19,41
M,808.6118886,48650.43388,32
M,413.8882716,53142.0239,14
F,666.4982302,11951.89879,16
F,412.1607883,17679.52177,37
F,372.6524955,22308.04128,16
M,1235.076654,48687.55716,30
M,853.2462216,41581.19534,26
M,1911.668517,52802.08882,4
M,357.9694607,57012.55088,6
F,698.1579817,19582.81616,49
M,918.4610912,32468.45074,58
M,1741.914915,35067.42512,93
M,577.4934767,39015.41684,17
F,1415.681994,21856.32093,27
F,1524.486833,15845.87125,54
F,1171.441401,19213.38573,5
F,396.8014841,26061.76425,14
M,1236.158124,19682.7109,3
M,1053.405495,52921.85379,9
M,1207.040625,42171.98897,42
M,528.9619452,27065.70528,0
M,662.703255,48652.16994,33
M,517.2285076,40248.58607,0
M,938.8460043,40914.22823,17
M,1823.636559,44260.15637,98
M,638.7219872,48085.70791,52
M,929.0226144,23889.68006,34
F,282.2487063,19809.09867,11
F,1429.609328,14827.89454,49
F,672.3581632,24495.03762,17
M,752.4667639,39896.10937,8
M,471.346127,30337.14118,59
M,270.5857589,44958.63127,44
M,2075.327892,43817.49942,86
M,96.80389905,31371.72608,13
F,568.294951,13286.3505,19
F,990.8805619,21164.66399,37
M,284.5609721,45542.1738,0
M,983.8373408,28980.10202,41
M,924.4373405,40987.48615,45
M,857.1531969,31252.65135,23
M,195.0223352,44222.97874,0
M,1046.008996,45573.38377,26
F,933.3504051,15557.63256,13
M,0,43646.91172,2
M,691.8920905,32512.19539,31
F,1097.969621,16275.68364,41
M,0,45374.99718,6
F,402.909163,22752.32695,29
M,1230.903161,44303.198,2
M,959.4820389,31357.44633,48
M,630.2291255,46713.63044,59
F,1353.49303,16727.66372,5
F,603.57519,15477.35388,32
M,830.2500906,35377.85706,23
M,858.1799645,30892.7358,35
M,380.1735083,37395.71893,10
F,1005.811733,12112.65742,31
M,1027.825307,33089.46729,5
M,456.003327,29898.00506,40
M,1043.09783,30516.2627,26
M,586.9688854,50317.65289,31
M,271.9422082,27790.06928,58
M,419.7290517,37444.53606,25
F,597.1123802,12660.81457,37
M,342.9573696,43688.53486,17
M,728.2789548,30028.18011,35
F,513.8367632,9879.115221,39
M,795.9586091,22570.4834,23
M,1.976691657,51672.36067,23
M,1355.64122,36671.65987,31
F,319.2626761,24881.38566,30
M,1719.169241,57866.05876,11
F,1191.085574,20895.40819,12
M,984.4391631,25294.86799,36
M,947.7959041,45284.20595,45
M,949.0387135,47760.40017,47
F,219.7286195,18401.98242,52
M,1465.743931,25521.26989,18
F,645.3388269,20122.20229,30
F,856.5644805,23199.97702,44
F,912.8325373,19467.97931,23
F,774.3476913,15147.40509,19
F,1376.340022,17101.42779,31
M,699.6803861,50267.84987,57
F,903.4586502,17254.9607,9
F,1150.547186,23705.95342,35
M,751.338737,42736.4281,38
M,556.077321,25371.21377,1
M,751.3922405,29875.04689,20
M,425.9869196,39772.75241,10
M,297.6808143,26586.53383,34
M,507.2462937,46106.23331,39
M,865.6970038,33541.04638,49
F,1265.527377,14672.25618,8
M,564.4113065,39643.53629,2
M,621.0412193,50804.67531,4
M,1205.59069,25920.86062,2
M,1943.9323,24193.60895,50
M,415.2887519,35790.13089,43
F,1169.420444,19879.24817,56
M,685.636884,49260.62537,0
M,781.9190194,54925.50779,4
M,651.3743295,44648.69641,38
M,490.2510328,49222.49138,28
M,976.2895424,35909.43829,53
M,1476.838123,41154.88175,51
M,752.9482339,62329.12133,50
M,511.605907,29914.17626,23
F,1384.372132,21059.60487,17
F,1031.670446,22440.62198,30
F,1491.507493,23636.16481,36
M,672.2363541,46336.05827,21
F,644.413564,23319.64913,25
M,539.5934291,9950.229447,37
F,0,17648.35555,50
M,919.8126372,44316.35833,30
M,1249.872794,50418.04452,9
M,539.8053161,35924.61001,33
M,1162.11326,49255.14433,59
M,944.4502979,47463.33358,15
M,0,29675.04039,46
F,1440.528795,20882.01732,19
F,1558.471919,17470.4767,47
M,854.1406227,52239.80024,24
M,468.5494575,53273.91902,2
M,902.4974099,56947.86374,51
M,897.2856085,66547.91535,21
F,422.1894101,14366.56905,38
M,194.5759668,44543.781,21
F,487.5114038,17713.58867,37
M,1558.860467,42112.3133,8
M,630.0289508,43547.54217,47
M,1056.65463,30711.86121,30
M,1712.470037,40395.34637,24
M,25.60294273,35464.24798,11
M,1384.850571,40131.49389,39
M,961.365709,42619.07773,2
M,229.214974,68145.13373,10
M,778.791565,53219.52735,57
M,653.4362222,41440.92856,21
M,961.4888501,27717.615,85
M,1084.457564,33080.96538,42
F,869.6677558,20285.25178,30
M,818.334937,27390.83691,8
M,416.8611818,39672.5173,44
M,250.8352449,58139.02159,26
M,0,48411.0769,34
F,481.5883754,19623.46054,23
F,1506.911513,23375.64593,49
M,1100.008931,34358.07468,25
M,220.6667528,64467.7334,41
F,789.2835878,20370.17371,7
M,41.35917584,47351.83354,44
M,382.9626972,43645.94779,49
M,567.9170514,28875.52181,59
M,244.5090864,33751.24507,51
F,815.341565,26064.36562,47
M,529.0726813,43914.67143,15
M,736.4185577,48660.15108,37
F,0,17744.92997,47
F,1260.341165,11696.67776,20
F,708.213553,12092.31447,8
F,99.99761123,4376.810337,2
M,1143.30818,48630.03384,15
F,892.3838609,17841.5227,57
M,1250.047245,50883.71442,59
M,415.6553667,43389.66075,36
F,1058.867384,16059.83275,38
M,857.6996646,43162.67365,17
M,1429.767205,37255.9111,57
F,322.266857,19231.93909,53
M,572.1867296,35926.37624,17
M,1438.758473,24061.6476,0
F,1742.886938,20344.42801,54
M,325.2675938,39431.53541,17
M,1091.418551,43091.15686,46
M,1252.409529,53237.10354,38
M,607.4312695,34541.302,21
M,1258.764794,26331.3724,82
M,1026.702707,33915.04884,16
F,590.5662326,9143.396433,51
F,1218.170346,18918.37715,35
M,260.6188019,42125.14867,16
F,1498.070591,13274.63056,7
M,909.9468758,53430.89543,14
F,1167.110583,18676.56977,12
M,923.6855831,38403.01062,50
F,1275.197078,15793.90917,44
M,709.2575197,23249.93691,11
M,682.9880122,41679.75979,28
M,1355.961899,25208.04886,6
F,1815.889294,15490.02827,58
M,698.2917247,43876.16188,11
M,189.1298582,28827.21309,40
M,1418.70284,35619.96673,26
M,670.4225823,53666.19234,20
M,206.0163452,38550.37667,51
M,1616.962125,47504.6645,29
M,995.5295997,24126.61036,29
M,591.0368363,30834.71179,47
M,1294.903234,52338.22146,7
F,1259.372813,22361.05474,34
F,1313.35267,17437.61583,9
M,0,24461.85446,12
F,769.4791217,27515.57093,13
F,571.5771218,15325.0791,56
M,756.0879108,49163.2233,42
M,183.4286922,39020.22886,21
M,1054.805589,52290.34067,46
M,1386.207726,44536.4873,48
M,596.1879849,45929.44918,28
F,1029.916975,16691.80329,50
M,417.5384554,31730.8666,10
M,1218.421391,40449.31171,56
M,210.7807881,46326.76112,19
M,1178.158858,44437.20214,88
M,997.6251137,30670.94715,11
M,637.902181,48425.72265,17
M,0,54245.1198,19
M,350.051852,48411.98668,1
M,1517.918958,49400.17084,24
M,190.6411053,31463.41998,52
M,971.5836736,41278.41903,20
F,925.3906782,16427.57101,23
M,1637.839922,34107.08056,7
M,224.5924725,27246.0453,51
M,255.117031,55980.07404,28
M,1201.016548,41585.83205,51
M,1075.570111,51370.2097,48
M,438.4202406,29899.82216,17
F,1246.437178,15756.71825,36
F,1655.11286,17269.79891,31
M,1063.816802,38457.24929,33
M,1626.563799,43592.8405,59
M,409.40402,48746.43435,44
M,1018.673018,38421.81091,39
F,1090.891882,20421.95772,36
M,324.885414,36555.39975,10
F,1085.152966,20054.8985,39
F,869.772061,18724.40368,8
F,608.8406483,24523.8541,20
F,1042.972565,9595.587571,59
F,1276.667762,19073.10852,54
M,928.0940903,55894.66202,51
M,1592.763904,35084.09317,9
M,0,39653.92321,44
M,340.999798,48058.38318,14
M,81.53186513,40847.81131,41
F,2145.607674,23516.19134,71
M,654.4160098,47244.70418,22
F,1155.780577,15146.89646,35
M,1745.313528,49090.12856,47
M,534.7848919,46138.43179,44
M,584.8374117,39553.1715,48
M,1365.556851,38511.3198,5
F,946.3671498,12532.65752,13
M,263.190295,34112.47197,9
F,1090.925059,18935.81822,36
M,835.189928,44678.83175,32
M,1265.535986,35133.21729,44
M,357.5066215,66404.68311,20
F,564.0054409,16502.33737,32
M,817.9277097,59431.83918,11
M,1366.278621,41192.46265,5
M,836.3431371,34559.1584,52
M,0,27367.78266,54
F,780.2279181,25228.71073,41
M,995.8773192,52860.58494,10
M,0,22827.18449,41
M,554.3445863,31028.9242,35
M,1204.578841,39583.12053,34
M,1053.375879,39612.67194,4
M,821.498847,39318.48939,22
F,470.9123472,24074.36465,33
F,1534.853735,21678.35097,27
M,1177.976867,50811.75946,14
F,1151.899517,15097.51233,48
F,906.4390691,24662.29072,50
F,1513.542437,13246.37528,23
M,740.8851866,34196.06746,7
M,1176.414512,57318.70197,24
M,208.2950791,37295.80198,26
F,375.3063048,19342.15809,27
F,953.1305453,18057.78649,10
M,280.9559003,37690.03348,51
M,399.1294716,38004.10498,9
M,1229.858122,58399.49667,40
M,1740.864107,46458.60612,43
F,795.1395535,24606.15429,24
M,584.8167761,47449.62424,16
M,1140.748209,39017.07762,43
M,1202.316722,49914.52204,4
F,476.7204658,10516.86972,17
M,1059.872271,38698.67273,59
M,1367.108606,36427.42974,30
F,1604.777659,23999.76034,5
F,1055.682537,25109.50847,0
M,367.6116872,44046.01751,59
F,0,18032.07378,8
M,543.8057414,31512.61059,56
M,192.6274629,38042.01839,59
M,1184.839953,34527.6868,6
F,1510.777233,19491.69407,18
M,801.6399094,37441.79212,24
M,631.0308358,44525.88999,18
M,279.1168757,30144.4325,1
M,674.0325619,54832.66573,55
F,957.6302042,15018.91365,51
M,274.4242206,31292.62745,44
M,1044.449897,43374.0041,50
M,319.807607,45202.6354,4
F,429.222463,19442.02909,28
M,835.5850236,41032.37131,27
M,2.788920349,54838.80551,52
F,867.4416448,16396.68236,47
F,271.7309257,14215.09288,57
M,404.1946521,41668.41958,38
M,1572.811108,18218.47436,34
M,730.6335593,42300.14687,26
M,0,56610.2365,3
M,1046.168559,46078.98231,11
M,514.8717738,50339.1918,24
F,1181.586009,22142.05215,27
M,0,45235.29087,6
M,272.2199278,47757.82441,27
M,1175.125526,33284.20607,12
M,812.8896264,48563.79976,22
M,571.0415013,40389.44633,45
F,1041.147351,12488.73193,9
M,334.0194949,40916.03325,55
M,1402.601194,37273.59307,49
M,1569.870324,55938.76622,42
F,1035.966107,30531.61311,17
M,1376.113241,63073.44514,49
F,668.642229,20240.95496,48
M,0,36249.17499,13
M,1112.655684,35159.21546,35
M,718.5798774,12571.68936,16
M,641.5503677,45574.49958,53
F,2125.792202,19539.14861,76
F,814.3541028,17973.50916,9
M,904.0336286,18898.31133,45
M,795.4973264,25336.32685,50
F,1753.598144,21130.91859,4
M,284.3956974,60840.80984,4
F,1300.889693,14156.64567,18
M,1237.843391,31880.17559,58
M,563.4665954,31151.18709,24
F,6.727869735,21695.70276,27
M,661.5281862,58519.85979,4
M,630.7148446,53546.5706,29
M,721.1416861,40458.95421,56
F,360.0091602,18487.43325,56
M,751.0309852,45581.71886,1
M,572.4682971,52797.42938,9
F,242.4629888,23413.35959,16
M,199.4547896,57455.21016,19
M,477.5668171,16978.27113,6
F,1184.725034,19797.77015,7
F,604.7587402,19369.34923,27
M,384.3310694,34232.06923,35
M,1399.573561,23577.76451,5
M,328.7781476,48626.35674,22
M,271.0598661,30465.30757,12
